chr3	367697	141	140
chr3	367698	141	141
chr3	367699	143	143
chr3	367700	142	142
chr3	369925	138	138
chr3	369926	138	138
chr3	369927	139	139
chr3	369928	138	138
chr3	369937	149	149
chr3	369938	151	151
chr3	369939	150	150
chr3	369940	148	148
chr3	382563	246	244
chr3	382564	247	243
chr3	383633	204	202
chr3	383634	202	202
chr3	384681	371	371
chr3	384684	368	365
chr3	384686	369	369
chr3	386357	136	135
chr3	386358	135	135
chr3	386360	137	135
chr3	386363	139	139
chr3	386364	141	141
chr3	386367	141	141
chr3	386368	142	142
chr3	386369	144	143
chr3	391192	133	133
chr3	391194	133	133
chr3	391195	136	135
chr3	391199	136	133
chr3	391200	137	137
chr3	391201	137	137
chr3	391202	137	137
chr3	391203	138	137
chr3	391205	140	139
chr3	391207	141	141
chr3	402043	256	256
chr3	402045	258	257
chr3	402046	259	259
chr3	402047	262	261
chr3	402048	261	261
chr3	403452	355	355
chr3	407749	102	100
chr3	407750	103	103
chr3	419552	106	106
chr3	419556	105	104
chr3	419559	104	102
chr3	419563	103	96
chr3	419569	103	97
chr3	423934	133	133
chr3	423935	133	133
chr3	423936	134	131
chr3	424311	102	97
chr3	425573	375	368
chr3	425574	374	371
chr3	430970	112	112
chr3	430971	111	110
chr3	430972	110	109
chr3	430973	111	111
chr3	430974	110	107
chr3	430975	111	111
chr3	430976	113	112
chr3	430979	114	112
chr3	430982	108	107
chr3	430984	106	105
chr3	430985	106	105
chr3	430987	109	109
chr3	430989	108	107
chr3	430992	103	101
chr3	430993	104	101
chr3	430994	103	101
chr3	432459	245	245
chr3	432461	243	242
chr3	432462	242	242
chr3	432745	258	258
chr3	432747	254	251
chr3	432750	256	256
chr3	432753	252	251
chr3	432754	250	250
chr3	433409	129	129
chr3	433410	128	128
chr3	433411	128	128
chr3	433412	128	128
chr3	433413	128	128
chr3	433414	131	131
chr3	433415	135	135
chr3	433416	135	135
chr3	433417	133	133
chr3	436444	153	151
chr3	436447	155	155
chr3	436451	154	153
chr3	436458	145	143
chr3	436460	148	148
chr3	436464	149	149
chr3	436465	149	148
chr3	436466	147	147
chr3	436467	149	149
chr3	436473	150	149
chr3	436474	147	146
chr3	436482	151	151
chr3	436483	155	155
chr3	436484	152	150
chr3	436491	149	148
chr3	436492	150	150
chr3	436494	154	153
chr3	436496	155	155
chr3	436497	155	155
chr3	436500	158	156
chr3	436501	158	158
chr3	436502	158	158
chr3	436504	155	155
chr3	436505	153	153
chr3	436506	150	149
chr3	436507	148	148
chr3	436508	147	147
chr3	436509	149	148
chr3	439963	136	0
chr3	439979	153	153
chr3	439980	149	149
chr3	440028	123	0
chr3	440748	402	402
chr3	440749	400	399
chr3	440750	401	401
chr3	440751	398	398
chr3	440752	402	401
chr3	440753	401	400
chr3	440754	405	405
chr3	1189680	120	120
chr3	1189681	121	121
chr3	1189682	123	123
chr3	1189683	121	121
chr3	1189686	119	118
chr3	1189688	120	115
chr3	1262413	473	473
chr3	1262414	473	473
chr3	1320171	105	105
chr3	1320174	105	105
chr3	1320175	104	104
chr3	1320177	104	104
chr3	1320178	105	104
chr3	1320179	105	105
chr3	1320180	104	104
chr3	1320181	102	102
chr3	1320182	102	102
chr3	1337360	145	145
chr3	1337361	144	144
chr3	1337362	140	139
chr3	1337363	140	140
chr3	1337364	140	140
chr3	1337365	141	141
chr3	1337366	137	137
chr3	1337367	137	135
chr3	1339616	201	201
chr3	1339617	204	204
chr3	1371535	145	145
chr3	1371536	144	143
chr3	1394082	231	230
chr3	1394083	232	230
chr3	1394084	232	232
chr3	1394085	232	231
chr3	1394088	226	224
chr3	1415393	267	267
chr3	1415671	216	215
chr3	1415672	217	217
chr3	1415673	214	212
chr3	1418672	126	126
chr3	1418673	127	126
chr3	1418674	128	128
chr3	1418675	126	125
chr3	1418677	128	126
chr3	1418678	129	129
chr3	1418680	129	129
chr3	1418681	131	131
chr3	1418682	131	131
chr3	1418686	131	131
chr3	1418688	129	129
chr3	1418689	129	128
chr3	1418693	132	131
chr3	1424753	168	168
chr3	1424754	173	173
chr3	1424755	172	171
chr3	1424765	173	173
chr3	1424766	180	179
chr3	1424767	182	180
chr3	1424768	184	184
chr3	1424775	182	181
chr3	1424776	183	183
chr3	1424777	183	183
chr3	1424778	182	182
chr3	1424779	181	180
chr3	1425021	175	175
chr3	1425022	174	174
chr3	1425024	173	173
chr3	1425025	173	173
chr3	1425027	173	173
chr3	1425028	174	174
chr3	1425029	174	172
chr3	1425030	174	173
chr3	1427359	212	208
chr3	1427360	215	213
chr3	1443223	147	147
chr3	1444131	179	179
chr3	1444132	179	179
chr3	1444134	178	177
chr3	1444135	175	175
chr3	1445059	127	125
chr3	1445060	128	128
chr3	1445061	128	126
chr3	2404207	101	101
chr3	2404217	101	101
chr3	2404218	102	101
chr3	2613211	271	270
chr3	2613213	268	268
chr3	2613214	271	270
chr3	2613215	268	268
chr3	2777907	278	274
chr3	2777909	267	266
